Text,Cleaned_Text,Sentiment_Main,Platform,Country,User,Cleaned_Hashtags,Likes,Retweets,Engagement_Score,Timestamp,Year,Month,Day,Hour
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,accidentally walked into the wrong classroom on the first day classroom mixup awkward start,Neutral,Twitter, USA, ClassroomBlunderHighSchool ,"['firstdayoops', 'highschoolembarrassment']",32.0,16.0,64.0,2023-09-09 17:30:00,2023,9,9,17
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,trying out a new smoothie recipe for a healthy start to the week smoothie enthusiast level up,Neutral,Instagram, UK, SmoothieConnoisseurHighSchool ,"['healthyliving', 'highschoolwellness']",42.0,23.0,88.0,2023-09-10 20:45:00,2023,9,10,20
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,reflecting on the challenges of the school year feeling a bit overwhelmed with assignments,Negative,Twitter, USA, OverwhelmedHighSchoolStudent ,"['schoolchallenges', 'highschoolstruggles']",28.0,15.0,58.0,2023-09-11 15:45:00,2023,9,11,15
Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,encountered some meanspirited comments online dealing with online hate is never easy,Neutral,Instagram, Canada, DealingWithHateHighSchool ,"['onlinehate', 'highschoolreality']",36.0,18.0,72.0,2023-09-12 12:30:00,2023,9,12,12
Had a bad day at school. Everything seems to be going wrong. ,had a bad day at school everything seems to be going wrong,Neutral,Facebook, UK, ToughDayHighSchool ,"['badday', 'highschoolblues']",40.0,20.0,80.0,2023-09-13 16:45:00,2023,9,13,16
Feeling down after not making the sports team. Disappointment lingers. ,feeling down after not making the sports team disappointment lingers,Negative,Twitter, USA, SportsTeamRejectionHighSchool ,"['disappointment', 'highschoolsports']",34.0,17.0,68.0,2023-09-14 18:20:00,2023,9,14,18
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,witnessed a heated argument in the cafeteria unpleasant atmosphere at lunch,Neutral,Instagram, Canada, CafeteriaConflictHighSchool ,"['cafeteriadrama', 'highschooltension']",41.0,21.0,83.0,2023-09-15 14:15:00,2023,9,15,14
Received a not-so-great grade on a major project. Academic frustration setting in. ,received a notsogreat grade on a major project academic frustration setting in,Neutral,Facebook, UK, ProjectGradeDisappointmentHighSchool ,"['academicfrustration', 'highschoolstress']",38.0,19.0,76.0,2023-09-16 17:30:00,2023,9,16,17
Dealing with a personal setback. Sometimes life throws unexpected challenges. ,dealing with a personal setback sometimes life throws unexpected challenges,Negative,Twitter, USA, PersonalSetbackHighSchool ,"['lifechallenges', 'highschoolstruggles']",44.0,22.0,88.0,2023-09-17 20:45:00,2023,9,17,20
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,feeling lonely on a saturday night sometimes solitude hits harder than expected,Negative,Instagram, Canada, LonelySaturdayHighSchool ,"['lonelynights', 'highschoolemotions']",31.0,16.0,63.0,2023-09-18 22:00:00,2023,9,18,22
Experiencing cyberbullying. Hateful messages online are disheartening. ,experiencing cyberbullying hateful messages online are disheartening,Neutral,Facebook, UK, CyberbullyingVictimHighSchool ,"['stopcyberbullying', 'highschoolreality']",27.0,14.0,55.0,2023-09-19 15:15:00,2023,9,19,15
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,caught in a torrential rainstorm without an umbrella todays weather is just bad luck,Neutral,Twitter, USA, RainyDayBluesHighSchool ,"['badluck', 'highschoolweather']",35.0,18.0,71.0,2023-09-20 12:30:00,2023,9,20,12
Missing an important event due to unforeseen circumstances. A day filled with sadness. ,missing an important event due to unforeseen circumstances a day filled with sadness,Negative,Instagram, Canada, MissedOpportunityHighSchool ,"['missedchances', 'highschoolregret']",39.0,20.0,79.0,2023-09-21 16:45:00,2023,9,21,16
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,dealing with unfounded rumors circulating about personal life rumors can be hurtful,Neutral,Facebook, UK, RumorVictimHighSchool ,"['rumormills', 'highschooldrama']",46.0,23.0,92.0,2023-09-22 18:20:00,2023,9,22,18
Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,got a flat tire on the way to an important meeting talk about a series of bad events,Neutral,Twitter, USA, FlatTireWoesHighSchool ,"['badluckday', 'highschoolstruggles']",50.0,25.0,100.0,2023-09-23 14:15:00,2023,9,23,14
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,feeling a sense of emptiness after a close friend moves away farewells are always sad,Negative,Instagram, Canada, FriendMovingAwayHighSchool ,"['sayinggoodbye', 'highschoolemotions']",42.0,21.0,84.0,2023-09-24 17:30:00,2023,9,24,17
Facing rejection from a dream college. Disheartened but determined to explore other paths. ,facing rejection from a dream college disheartened but determined to explore other paths,Negative,Facebook, UK, CollegeRejectionHighSchool ,"['collegedreams', 'highschooljourney']",37.0,19.0,75.0,2023-09-25 20:45:00,2023,9,25,20
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,encountering online toxicity during a gaming session hateful comments can ruin the fun,Neutral,Twitter, USA, GamingToxicityHighSchool ,"['onlinegaming', 'highschoolgamer']",32.0,16.0,64.0,2023-09-26 14:15:00,2023,9,26,14
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,having a bad hair day and feeling selfconscious bad hair days can affect confidence,Neutral,Instagram, Canada, BadHairDayBluesHighSchool ,"['badhairday', 'highschoolconfidence']",36.0,18.0,72.0,2023-09-27 17:30:00,2023,9,27,17
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,feeling a sense of despair after a major project failure hard work didnt pay off this time,Negative,Facebook, UK, ProjectFailureDespairHighSchool ,"['projectstruggles', 'highschoolhardships']",41.0,21.0,83.0,2023-09-28 22:00:00,2023,9,28,22
Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,experiencing hate comments for expressing personal opinions online negativity prevails,Neutral,Twitter, USA, OpinionsHateHighSchool ,"['onlineopinions', 'highschoolcriticism']",48.0,24.0,96.0,2023-09-29 15:45:00,2023,9,29,15
Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,having a string of bad luck with constant technology malfunctions tech troubles galore,Neutral,Instagram, Canada, TechMalfunctionWoesHighSchool ,"['techissues', 'highschooltech']",43.0,22.0,87.0,2023-09-30 18:20:00,2023,9,30,18
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,missing out on a longanticipated event due to unexpected circumstances a day filled with sadness,Negative,Facebook, UK, MissedEventBluesHighSchool ,"['missedmoments', 'highschoolregret']",39.0,20.0,79.0,2023-10-01 14:15:00,2023,10,1,14
Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,trying out a new study technique for upcoming exams exploring different learning strategies,Neutral,Instagram, USA, StudyTechniqueExperimentHighSchool ,"['studystrategies', 'highschoolexams']",42.0,23.0,88.0,2023-10-02 16:45:00,2023,10,2,16
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,organizing a community cleanup event for a cleaner neighborhood promoting environmental awareness,Neutral,Twitter, Canada, CommunityCleanupHighSchool ,"['environmentalefforts', 'highschoolcommunity']",50.0,26.0,102.0,2023-10-03 12:30:00,2023,10,3,12
Sharing favorite book recommendations with classmates. Building a mini book club. ,sharing favorite book recommendations with classmates building a mini book club,Neutral,Facebook, UK, BookRecommendationsHighSchool ,"['bookclub', 'highschoolreads']",38.0,19.0,76.0,2023-10-04 18:20:00,2023,10,4,18
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,experimenting with a new recipe for a school bake sale baking adventures in the kitchen,Neutral,Instagram, USA, BakeSaleRecipeExperimentHighSchool ,"['bakingadventures', 'highschoolbakes']",43.0,21.0,85.0,2023-10-05 14:15:00,2023,10,5,14
Collaborating on a school project with peers. Teamwork makes the dream work. ,collaborating on a school project with peers teamwork makes the dream work,Neutral,Twitter, Canada, SchoolProjectCollaborationHighSchool ,"['teamwork', 'highschoolprojects']",36.0,18.0,72.0,2023-10-06 17:30:00,2023,10,6,17
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,attending a school club meeting to explore new interests dabbling in extracurricular activities,Neutral,Instagram, UK, ExtracurricularExplorationHighSchool ,"['schoolclubs', 'highschoolinterests']",45.0,22.0,89.0,2023-10-07 20:45:00,2023,10,7,20
Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,exploring a new parttime job opportunity for gaining work experience career development in progress,Neutral,Facebook, USA, PartTimeJobExplorationHighSchool ,"['careerdevelopment', 'highschooljobs']",48.0,24.0,96.0,2023-10-08 15:15:00,2023,10,8,15
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,attending a school assembly to stay informed about upcoming events and announcements staying connected with school activities,Neutral,Twitter, Canada, SchoolAssemblyParticipationHighSchool ,"['schoolevents', 'highschoolconnectivity']",40.0,20.0,80.0,2023-10-09 22:00:00,2023,10,9,22
Exploring a new hobby of photography during free time. Capturing moments through a lens. ,exploring a new hobby of photography during free time capturing moments through a lens,Neutral,Instagram, UK, PhotographyHobbyHighSchool ,"['photographyjourney', 'highschoolhobbies']",49.0,25.0,99.0,2023-10-10 14:15:00,2023,10,10,14
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,participating in a science fair to showcase a unique experiment sharing knowledge with peers,Neutral,Facebook, USA, ScienceFairParticipationHighSchool ,"['sciencefair', 'highschoolscience']",37.0,19.0,75.0,2023-10-11 16:45:00,2023,10,11,16
Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,attending a workshop on time management to enhance organizational skills striving for efficiency,Neutral,Twitter, Canada, TimeManagementWorkshopHighSchool ,"['efficiencygoals', 'highschoolskills']",44.0,23.0,90.0,2023-10-12 18:20:00,2023,10,12,18
Volunteering at a local charity event to give back to the community. Contributing to social causes. ,volunteering at a local charity event to give back to the community contributing to social causes,Neutral,Instagram, UK, CharityEventVolunteerHighSchool ,"['communityservice', 'highschoolvolunteer']",39.0,20.0,79.0,2023-10-13 12:30:00,2023,10,13,12
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,collaborating on a group project to promote teamwork and shared responsibilities group effort in action,Neutral,Facebook, USA, GroupProjectCollaborationHighSchool ,"['teamspirit', 'highschoolprojects']",35.0,18.0,71.0,2023-10-14 17:30:00,2023,10,14,17
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,participating in a debate club to enhance critical thinking and communication skills intellectual engagement in progress,Neutral,Twitter, Canada, DebateClubParticipationHighSchool ,"['debateskills', 'highschoolintellect']",43.0,22.0,87.0,2023-10-15 20:45:00,2023,10,15,20
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,celebrating a friends birthday with a surprise party joyful moments and laughter all around,Positive,Instagram, UK, BirthdaySurpriseHighSchool ,"['surpriseparty', 'highschoolcelebration']",52.0,27.0,106.0,2023-10-16 15:45:00,2023,10,16,15
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,successfully completing a challenging coding project excitement for overcoming coding hurdles,Positive,Twitter, USA, CodingSuccessHighSchool ,"['codingtriumph', 'highschooltech']",48.0,24.0,96.0,2023-10-17 12:30:00,2023,10,17,12
Attending a school talent show to support classmates. Applauding the diverse talents on display! ,attending a school talent show to support classmates applauding the diverse talents on display,Positive,Facebook, Canada, TalentShowSupportHighSchool ,"['talentshow', 'highschoolentertainment']",38.0,19.0,76.0,2023-10-18 16:45:00,2023,10,18,16
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",exploring a new hiking trail with friends over the weekend nature laughter and good vibes,Positive,Instagram, UK, WeekendHikeHighSchool ,"['natureadventures', 'highschoolfriends']",42.0,21.0,84.0,2023-10-19 18:20:00,2023,10,19,18
Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,winning a friendly sports competition against rival schools victory celebrations in full swing,Positive,Twitter, USA, SportsVictoryHighSchool ,"['sportstriumph', 'highschoolathletics']",50.0,26.0,102.0,2023-10-20 14:15:00,2023,10,20,14
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,receiving a heartfelt letter from a pen pal in another country connecting across the globe,Positive,Facebook, Canada, PenPalConnectionHighSchool ,"['globalfriendship', 'highschoolcorrespondence']",45.0,23.0,91.0,2023-10-21 17:30:00,2023,10,21,17
